Account Executive,Accounting,Accounting Software,Communication Skills,Microsoft Word,Microsoft Office,Accounting System,Interpersonal Skills,Financial Knowledge,MYOB,Analytical Skills
Accountant,Accounting,Communication Skills,Leadership Skills,Reporting,Interpersonal Skills,Financial Knowledge,Analytical Skills,Tax Analysis,Accounting Software,Problem Solving
Architect,Architectural Codes,Design,AutoCAD,Adobe Photoshop,CAD,Communication Skills,Leadership In Energy & Environmental Design,3D Graphics,Project Management,Sketching
Assistant Manager,Leadership Skills,Communication Skills,Interpersonal Skills,Marketing,Planning,Microsoft Word,Customer Service,Problem Solving,Presentation Skills,Business Administration,Negotiation
Barista,Communication Skills,Coffee Making,Latte Art,Customer Service,Leadership Skills,Management Skills,Brewing,Interpersonal Skills
Branch Manager,Leadership Skills,Sales,Communication Skills,Marketing,Business Administration,Interpersonal Skills,Business Acumen
Business Development Executive,Salesforce,Marketing,Communication Skills,Interpersonal Skills,Business Development,Business Administration,Presentation Skills,Microsoft Word,Negotiation
Business Development Manager,Salesforce,Marketing,Communication Skills,Business Development,Leadership Skills,Interpersonal Skills,Presentation Skills,Negotiation,Planning
Buyer,SAP,Negotiation,Materials Procurement,Purchasing,Procurement,Sourcing,Problem Solving,Communication Skills,Analytical Skills,Expediting
Cashier,Cashiering,Customer Service,Communication Skills,Interpersonal Skills,Sales,Cash Handling
Chargeman,Maintenance,Leadership Skills,Communication Skills,Interpersonal Skills,Building Maintenance,Preventive Maintenance
Civil Engineer,Engineering Knowledge,Civil Engineering,Design Technique,AutoCAD,Communication Skills,Consulting,Leadership Skills,Interpersonal Skills
Construction Manager,Leadership Skills,Interpersonal Skills,Planning,Construction Management,Microsoft Project,Communication Skills,Project Management
Contract Executive,Quantity Surveying,Communication Skills,Negotiation,Interpersonal Skills,Microsoft Office,Documentation
Conveyancing Clerk,Documentation,Banking Loan Documentation,Litigation,Microsoft Word,Typing,Communication Skills,Sub-sale SPA Preparation
Design Engineer,Engineering Knowledge,Design,AutoCAD,Mechanical Engineering,CAD,Civil Engineering,Structural Engineering,Interpersonal Skills
Designer,Design,Adobe Photoshop,Adobe Illustrator,AutoCAD,3D Design,Interior Design,CAD,Graphic Design
Document Controller,Documentation,Microsoft Word,Planning,Communication Skills,Interpersonal Skills,Document Management
Draughtsman,AutoCAD,Engineering,CAD,Set Designs Drawing,3D Drawing,Mechanical Engineering,Communication Skills,Adobe Photoshop
Driver,Class D License,Class B2 License,Communication Skills,Interpersonal Skills,Vehicle Maintenance,Driving Skill
Electrical Engineer,Engineering Knowledge,Electrical Engineering,PLC,Circuits Design,Equipment Maintenance,AutoCAD,Communication Skills,Leadership Skills,Electronic Engineering
Finance Manager,Accounting,Leadership Skills,Financial Knowledge,Communication Skills,Interpersonal Skills,Reporting,Tax Planning,Analytical Skills,Problem Solving
Financial Controller,Accounting,Leadership Skills,Financial Knowledge,Interpersonal Skills,Communication Skills,Credit Control,ERP,Reporting,Business Acumen,Analytical Skills
Front Office Assistant,Communication Skills,Interpersonal Skills,Customer Service,Etiquette,Hotel Management,Microsoft Office,Problem Solving,Written Communication,Office Operations
General Manager,Leadership Skills,Communication Skills,Interpersonal Skills,Marketing,Planning,Problem Solving,Business Acumen
Graphic Designer,Adobe Photoshop,Adobe Illustrator,Design,Graphic Design,Adobe Indesign,Adobe Flash,Printing
HR & Admin Executive,Payroll Calculation,Filing,Tax,Purchasing,Database,Documentation
Interior Designer,Design,3D Design,AutoCAD,Adobe Photoshop,Interior Design,Adobe Max,3D Studio Max,Adobe Illustrator,CAD,Communication Skills
IT Executive,Computer Science,Information Technology,SQL,Programming,Windows,Networking,Troubleshooting,Interpersonal Skills,Database,Communication Skills
Kindergarten Teacher,Teaching,Montessori Training,Working With Children,Early Childhood Education,Interpersonal Skills,Child Development,Communication Skills,Phonics
Lawyer,Litigation,Conveyancing,Microsoft Word,Interpersonal Skills,Communication Skills,CLP,Legal Matters,Analytical Skills
Lecturer,Teaching,Presentation Skills,Interpersonal Skills,Research,Communication Skills,Microsoft Office
Maintenance Engineer,Engineering,Maintenance,Mechanical Engineering,Leadership Skills,Electrical Engineering,PLC,Communication Skills,AutoCAD,Machinery,Planning
Marketing Executive,Marketing,Sales,Communication Skills,Interpersonal Skills,Microsoft Word,Business Administration,Microsoft Office,Presentation Skills,Advertising
Marketing Manager,Marketing,Leadership Skills,Sales,Communication Skills,Interpersonal Skills,Planning,Business Administration,Presentation Skills,Advertising
Mechanical Engineer,Engineering,Mechanical Engineering,AutoCAD,Design,Leadership Skills,Mechanical Maintenance,Communication Skills,CAD,3D Modeling,Interpersonal Skills
Personal Assistant,Communication Skills,Microsoft Word,Interpersonal Skills,Microsoft Office,Microsoft PowerPoint,Confidentiality,Planning,Time Management,Written Communication
Personal Banker,Communication Skills,Written Communication,Interpersonal Skills,Marketing,Financial Knowledge,Negotiation
Planner,Planning,SAP,MRP,Interpersonal Skills,Administration,Business Administration,Communication Skills,Economics Knowledge,Production Planning,ERP
Process Engineer,Engineering,Chemical Engineering,Communication Skills,Mechanical Engineering,Leadership Skills,Electronics Engineering,Problem Solving,Chemistry Knowledge,SPC,Engineering Design
Product Manager,Marketing,Communication Skills,Sales,Budget Administration,Interpersonal Skills,Product Management,Presentation Skills,Analytical Skills,Leadership Skills,Microsoft Office
Product Specialist,Sales,Marketing,Communication Skills,Interpersonal Skills,Presentation Skills,Customer Support,Engineering,Microsoft Word,Microsoft PowerPoint,Pharmaceutical Sales
Production Assistant,Planning,Leadership Skills,Communication Skills,Interpersonal Skills,Editing,Equipment Management,Time Management,Management Skills
Production Engineer,Engineering,Leadership Skills,Mechanical Engineering,Interpersonal Skills,Communication Skills,ISO Standards Knowledge,Chemical Engineering,Problem Solving,Resource Planning,Equipment Maintenance,AutoCAD
Production Executive,Engineering,Leadership Skills,Resource Planning,Communication Skills,Interpersonal Skills,ISO Standards Knowledge,Production Planning,Problem Solving,HACCP Knowledge,Mechanical Engineering
Production Manager,Leadership Skills,Engineering Knowledge,ISO 9000 Knowledge,Communication Skills,Planning,Mechanical Engineering,Problem Solving,Interpersonal Skills,HACCP Knowledge,Management Skills
Production Planner,Planning,Production Planning,Communication Skills,Engineering Knowledge,MRP Knowledge,Administrative Skill,Business Administration,Materials Management,Interpersonal Skills,ISO Knowledge,Analytical Skills,Microsoft Office,ERP System
Production Supervisor,Leadership Skills,Engineering Knowledge,Communication Skills,ISO Knowledge,Interpersonal Skills,Planning,Microsoft Office,Problem Solving,Microsoft Word,Supervisory Skills
Programmer,Programming,SQL,Computer Science,C,ASP.NET,Database,VB.NET,Java,PHP,Communication Skills
Project Coordinator,Engineering Knowledge,Communication Skills,Project Management,Interpersonal Skills,Planning,Microsoft Word,Documentation
Project Engineer,Engineering,Civil Engineering,Project Management,AutoCAD,Communication Skills,Mechanical Engineering,Project Design,Leadership Skills,Planning,Interpersonal Skills
Project Executive,Communication Skills,Project Management,Leadership Skills,Interpersonal Skills,Planning,Microsoft Office
Project Manager,Project Management,Leadership Skills,Communication Skills,Planning,Design,Interpersonal Skills,Management Skills,Microsoft Office
Promoter,Sales,Communication Skills,Retail,Customer Service,Retail Sales Experience,Interpersonal Skills,Product Training
Purchasing Manager,Purchasing,Negotiation,Leadership Skills,Administrative Skill,Communication Skills,Business Administration,Materials Management,Interpersonal Skills,Procurement,Sourcing
QA Executive,ISO Knowledge,Leadership Skills,Engineering,ISO 9001 Knowledge,Quality Assurance,Interpersonal Skills,Communication Skills,Quality Control
Quantity Surveyor,Surveying,Quantity Surveying,Civil Engineering,Tender Preparation,Communication Skills,Administrative Skill,Negotiation,Microsoft Word,Microsoft Project,Microsoft Office
Retail Executive,Retail,Sales,Marketing,Leadership Skills,Communication Skills,Interpersonal Skills,Customer Service,Negotiation,Microsoft Applications,Retail Sales
Sales Assistant,Sales,Retail Operation,Communication Skills,Customer Service,Sales Administration,Microsoft Office,Interpersonal Skills,Microsoft Word,Written Communication
Sales Consultant,Sales,Communication Skills,Marketing,Interpersonal Skills,Presentation Skills,Negotiation,Customer Service,Sales & Marketing,Written Communication,Microsoft Office
Sales Coordinator,Sales,Communication Skills,Microsoft Word,Marketing,Interpersonal Skills,Microsoft Office,Customer Service,Documentation,Business Administration,Computer Literacy
Sales Executive,Sales,Communication Skills,Marketing,Interpersonal Skills,Negotiation,Presentation Skills,Microsoft Word,Customer Service,Microsoft Office,Business Administration
Sales Manager,Sales,Marketing,Leadership Skills,Communication Skills,Interpersonal Skills,Sales Management,Negotiation,Presentation Skills,Business Administration,Management Skills
Sales Representative,Sales,Communication Skills,Marketing,Interpersonal Skills,Negotiation,Presentation Skills,Customer Service,Product Knowledge,Product Training
Secretary,Communication Skills,Interpersonal Skills,Microsoft Word,Microsoft Office,Maintaining Confidentiality,Microsoft PowerPoint,Administration Works,Planning Activities,Typing Skills,Written Communication
Service Advisor,Automotive,Communication Skills,Engineering,Sales,Computer Skills,Microsoft Office,Maintenance Recommendation,Customer Support,Interpersonal Skills,Customer Service
Shipping Executive,Shipping Documentation,Documentation,Communication Skills,Freight Coordination,Business Administration,International Trade,Negotiation,Marketing,Logistics Management,Interpersonal Skills
Software Engineer,Computer Science,C,Programming,SQL,Software Development,Information Technology,C++,.NET,ASP.NET,Communication Skills
Store Manager,Leadership Skills,Retail,Communication Skills,Store Management,Inventory Control,Interpersonal Skills,Customer Service,Inventory Management,Business Administration,Computer Literacy
Storekeeper,Store Management,Stock Control,Packaging,Inventory Control,Microsoft Office,Communication Skills,Materials Management,Microsoft Word,Inventory System,Leadership Skills
Supervisor,Leadership Skills,Communication Skills,Interpersonal Skills,Retail,Problem Solving,Customer Service,Maintenance,Microsoft Office
System Administrator,Systems Management,Documentation,Hardware Testing,Network Security Administration,Firewall Installation,Maintenance,Database Administration,Microsoft Access,Windows
Team Leader,Leadership Skills,Communication Skills,Interpersonal Skills,Sales,Engineering,Coaching,Customer Service,Management Skills,People Management,Problem Solving
Technical Manager,Engineering,Leadership Skills,Communication Skills,Computer Science,Civil Engineering,Project Management,AutoCAD,Mechanical Engineering,Electrical Engineering,Problem Solving,Computer Engineering
Technician,Engineering,Mechanical Engineering,Electrical Engineering,Communication Skills,Troubleshooting,Interpersonal Skills,Electronic Engineering,AutoCAD,Preventive Maintenance,Problem Solving
Test Engineer,Engineering,Leadership Skills,Testing,Programming,C,C++,Communication Skills,Electrical Engineering,Unix,Electronic Engineering,Visual Basic
Trainer,Presentation Skills,Communication Skills,Interpersonal Skills,Microsoft PowerPoint,Microsoft Word,Training & Development,Consultation,Public Speaking,Planning,Microsoft Office
Tutor,Interpersonal Skills
Waiter,Customer Service,Food & Beverage,Communication Skills,Hospitality Industry,Interpersonal Skills,PMR Certification,POS,SRP Certification
Warehouse Assistant,Communication Skills,Microsoft Word,Warehouse Operations,Interpersonal Skills,Computer Skills,Windows XP,Microsoft Office,Shipping,Documentation,Inventory Control
Warehouse Supervisor,Leadership Skills,Communication Skills,Warehouse Operations,Interpersonal Skills,Supervisory Skills,Inventory Control,Problem Solving,Microsoft Word,Microsoft Office,Inventory Management
Web Designer,Adobe Photoshop,Adobe Illustrator,Adobe Flash,Adobe Dreamweaver,HTML,CSS,JavaScript,PHP,ActionScript,Programming
Web Developer,PHP,HTML,JavaScript,MySQL,CSS,Programming,SQL,Application Design,ASP.NET,Adobe Photoshop
